attr_id,adj,label
abstemiousness.n.02,same,FALSE
abstemiousness.n.02,seperate,FALSE
abstemiousness.n.02,stupid,FALSE
abstemiousness.n.02,succinct,FALSE
abstemiousness.n.02,tight,FALSE
abstemiousness.n.02,tiresome,FALSE
abstemiousness.n.02,truthful,FALSE
abstemiousness.n.02,unjust,FALSE
abstemiousness.n.02,unorthodox,FALSE
abstemiousness.n.02,unpolluted,FALSE
abstemiousness.n.02,unproductive,FALSE
abstemiousness.n.02,watchful,FALSE
abstemiousness.n.02,young,FALSE
abstractness.n.01,all-encompassing,TRUE
abstractness.n.01,analytical,FALSE
abstractness.n.01,authorized,FALSE
abstractness.n.01,bright,FALSE
abstractness.n.01,conspicuous,FALSE
abstractness.n.01,crowded,FALSE
abstractness.n.01,crushed,FALSE
abstractness.n.01,different,FALSE
abstractness.n.01,enshrined,FALSE
abstractness.n.01,exact,TRUE
abstractness.n.01,exceptional,FALSE
abstractness.n.01,inclined,FALSE
abstractness.n.01,innovatory,FALSE
abstractness.n.01,inside,FALSE
abstractness.n.01,meritorious,FALSE
abstractness.n.01,monochrome,FALSE
abstractness.n.01,obese,FALSE
abstractness.n.01,preliminary,FALSE
abstractness.n.01,public,FALSE
abstractness.n.01,sensitized,FALSE
abstractness.n.01,seperate,FALSE
abstractness.n.01,static,FALSE
abstractness.n.01,stimulating,FALSE
abstractness.n.01,strange,FALSE
abstractness.n.01,stupid,FALSE
abstractness.n.01,succinct,FALSE
abstractness.n.01,unpolluted,FALSE
abstractness.n.01,unrecognised,TRUE
abstractness.n.01,unserviceable,FALSE
abstractness.n.01,valiant,FALSE
accuracy.n.01,analytical,FALSE
accuracy.n.01,atypical,TRUE
accuracy.n.01,bereft,FALSE
accuracy.n.01,bodily,FALSE
accuracy.n.01,careless,FALSE
accuracy.n.01,conspicuous,FALSE
accuracy.n.01,correct,TRUE
accuracy.n.01,crushed,FALSE
accuracy.n.01,dazzling,FALSE
accuracy.n.01,deliberate,FALSE
accuracy.n.01,despicable,FALSE
accuracy.n.01,different,FALSE
accuracy.n.01,friendly,FALSE
accuracy.n.01,illuminated,FALSE
accuracy.n.01,inconceivable,FALSE
accuracy.n.01,modesty,FALSE
accuracy.n.01,obese,FALSE
accuracy.n.01,on-going,FALSE
accuracy.n.01,potent,FALSE
accuracy.n.01,preliminary,FALSE
accuracy.n.01,proscribed,FALSE
accuracy.n.01,public,FALSE
accuracy.n.01,sensitized,FALSE
accuracy.n.01,serious,FALSE
accuracy.n.01,strange,FALSE
accuracy.n.01,succinct,FALSE
accuracy.n.01,suspicious,TRUE
accuracy.n.01,technical,FALSE
accuracy.n.01,unproductive,FALSE
accuracy.n.01,valiant,FALSE
acquisitiveness.n.01,analytical,FALSE
acquisitiveness.n.01,atypical,FALSE
acquisitiveness.n.01,bereft,FALSE
acquisitiveness.n.01,bodily,FALSE
acquisitiveness.n.01,bright,FALSE
acquisitiveness.n.01,careless,FALSE
acquisitiveness.n.01,chilled,FALSE
acquisitiveness.n.01,conceivable,FALSE
acquisitiveness.n.01,correct,FALSE
acquisitiveness.n.01,courteous,FALSE
acquisitiveness.n.01,crowded,FALSE
acquisitiveness.n.01,despicable,FALSE
acquisitiveness.n.01,different,FALSE
acquisitiveness.n.01,exact,FALSE
acquisitiveness.n.01,extension,FALSE
acquisitiveness.n.01,foolhardy,FALSE
acquisitiveness.n.01,fresh,FALSE
acquisitiveness.n.01,heavier,FALSE
acquisitiveness.n.01,horrible,FALSE
acquisitiveness.n.01,inconceivable,FALSE
acquisitiveness.n.01,inconclusive,FALSE
acquisitiveness.n.01,invisible,FALSE
acquisitiveness.n.01,multifaceted,FALSE
acquisitiveness.n.01,obese,TRUE
acquisitiveness.n.01,on-going,FALSE
acquisitiveness.n.01,responsible,FALSE
acquisitiveness.n.01,rich,TRUE
acquisitiveness.n.01,sensitized,FALSE
acquisitiveness.n.01,seperate,FALSE
acquisitiveness.n.01,sinister,TRUE
acquisitiveness.n.01,spoiled,TRUE
acquisitiveness.n.01,static,FALSE
acquisitiveness.n.01,stupid,FALSE
acquisitiveness.n.01,succinct,FALSE
acquisitiveness.n.01,suspicious,FALSE
acquisitiveness.n.01,unorthodox,FALSE
acquisitiveness.n.01,unpolluted,FALSE
acquisitiveness.n.01,unserviceable,FALSE
acquisitiveness.n.01,valiant,FALSE
acquisitiveness.n.01,watchful,FALSE
action.n.02,bodily,FALSE
action.n.02,courteous,FALSE
action.n.02,crowded,FALSE
action.n.02,crushed,FALSE
action.n.02,damaged,FALSE
action.n.02,east,FALSE
action.n.02,even-handed,FALSE
action.n.02,exceptional,FALSE
action.n.02,extension,FALSE
action.n.02,favourable,FALSE
action.n.02,headstrong,FALSE
action.n.02,honourable,FALSE
action.n.02,hunger,FALSE
action.n.02,inconceivable,FALSE
action.n.02,lawful,FALSE
action.n.02,meritorious,FALSE
action.n.02,potent,FALSE
action.n.02,preliminary,FALSE
action.n.02,public,FALSE
action.n.02,sensitized,FALSE
action.n.02,solitary,FALSE
action.n.02,spoiled,FALSE
action.n.02,static,TRUE
action.n.02,technical,FALSE
action.n.02,truthful,FALSE
action.n.02,unjust,FALSE
action.n.02,unpolluted,FALSE
action.n.02,unrecognised,FALSE
action.n.02,watchful,FALSE
action.n.02,young,FALSE
activeness.n.02,accurate,FALSE
activeness.n.02,alien,FALSE
activeness.n.02,analytical,FALSE
activeness.n.02,aspirational,FALSE
activeness.n.02,bereft,FALSE
activeness.n.02,bodily,FALSE
activeness.n.02,careless,FALSE
activeness.n.02,conceivable,FALSE
activeness.n.02,conspicuous,FALSE
activeness.n.02,damaged,FALSE
activeness.n.02,dazzling,FALSE
activeness.n.02,deliberate,TRUE
activeness.n.02,east,FALSE
activeness.n.02,even-handed,FALSE
activeness.n.02,fashionable,FALSE
activeness.n.02,friendly,FALSE
activeness.n.02,heavier,FALSE
activeness.n.02,hunger,FALSE
activeness.n.02,inconceivable,FALSE
activeness.n.02,inconclusive,FALSE
activeness.n.02,innovatory,FALSE
activeness.n.02,inside,FALSE
activeness.n.02,invisible,FALSE
activeness.n.02,lawful,FALSE
activeness.n.02,modesty,FALSE
activeness.n.02,multifaceted,FALSE
activeness.n.02,obese,FALSE
activeness.n.02,plentiful,FALSE
activeness.n.02,potent,FALSE
activeness.n.02,proscribed,FALSE
activeness.n.02,protective,FALSE
activeness.n.02,public,FALSE
activeness.n.02,red,FALSE
activeness.n.02,reliable,FALSE
activeness.n.02,responsible,FALSE
activeness.n.02,rich,FALSE
activeness.n.02,sensitized,FALSE
activeness.n.02,serious,FALSE
activeness.n.02,sinister,FALSE
activeness.n.02,static,TRUE
activeness.n.02,strange,FALSE
activeness.n.02,stupid,FALSE
activeness.n.02,tiresome,FALSE
activeness.n.02,truthful,FALSE
activeness.n.02,unlinked,FALSE
activeness.n.02,unorthodox,FALSE
activeness.n.02,unpolluted,FALSE
activeness.n.02,user-friendly,FALSE
activeness.n.02,watchful,FALSE
activeness.n.02,young,FALSE
actuality.n.01,accurate,FALSE
actuality.n.01,alien,FALSE
actuality.n.01,all-encompassing,FALSE
actuality.n.01,aspirational,TRUE
actuality.n.01,atypical,FALSE
actuality.n.01,authorized,FALSE
actuality.n.01,bereft,TRUE
actuality.n.01,careless,FALSE
actuality.n.01,chilled,FALSE
actuality.n.01,clear,FALSE
actuality.n.01,conceivable,TRUE
actuality.n.01,conspicuous,FALSE
actuality.n.01,damaged,FALSE
actuality.n.01,discernible,TRUE
actuality.n.01,east,FALSE
actuality.n.01,exact,FALSE
actuality.n.01,exceptional,FALSE
actuality.n.01,fashionable,FALSE
actuality.n.01,fresh,FALSE
actuality.n.01,friendly,FALSE
actuality.n.01,headstrong,TRUE
actuality.n.01,heavier,FALSE
actuality.n.01,honourable,FALSE
actuality.n.01,horrible,FALSE
actuality.n.01,hunger,FALSE
actuality.n.01,inconceivable,TRUE
actuality.n.01,inconclusive,FALSE
actuality.n.01,innovatory,FALSE
actuality.n.01,invisible,TRUE
actuality.n.01,itty-bitty,FALSE
actuality.n.01,meritorious,FALSE
actuality.n.01,monochrome,FALSE
actuality.n.01,noble,FALSE
actuality.n.01,obese,FALSE
actuality.n.01,plentiful,TRUE
actuality.n.01,proscribed,FALSE
actuality.n.01,protective,FALSE
actuality.n.01,reliable,FALSE
actuality.n.01,responsible,FALSE
actuality.n.01,rich,FALSE
actuality.n.01,same,FALSE
actuality.n.01,sensitized,FALSE
actuality.n.01,seperate,FALSE
actuality.n.01,sinister,FALSE
actuality.n.01,solitary,FALSE
actuality.n.01,static,FALSE
actuality.n.01,stimulating,FALSE
actuality.n.01,stupid,FALSE
actuality.n.01,succinct,FALSE
actuality.n.01,suspicious,FALSE
actuality.n.01,technical,FALSE
actuality.n.01,tight,FALSE
actuality.n.01,truthful,FALSE
actuality.n.01,unlinked,TRUE
actuality.n.01,unorthodox,FALSE
actuality.n.01,unrecognised,TRUE
actuality.n.01,unserviceable,FALSE
actuality.n.01,user-friendly,FALSE
actuality.n.01,valiant,FALSE
actuality.n.01,watchful,FALSE
